a,b,c,co
276,331,96,1
276,123,331,1
276,123,96,1
276,96,331,1
97,96,45,1
97,342,96,1
373,457,406,1
486,267,529,1
63,339,19,1
63,197,339,1
63,19,339,1
19,339,197,1
19,339,63,1
19,197,339,1
19,63,339,1
529,486,267,1
529,267,486,1
486,529,267,1
486,267,19,1
342,45,96,1
486,19,267,1
267,529,486,1
267,486,529,1
267,486,19,1
267,19,486,1
19,486,267,1
19,267,486,1
342,97,96,1
342,96,97,1
342,96,45,1
276,96,123,1
123,331,276,1
123,331,96,1
520,102,435,1
153,111,326,1
153,111,266,1
111,326,266,1
111,326,153,1
111,266,326,1
111,266,153,1
111,153,326,1
111,153,266,1
520,435,102,1
520,435,56,1
520,56,435,1
123,276,331,1
435,520,102,1
435,520,56,1
435,102,520,1
435,56,520,1
102,520,435,1
102,435,520,1
56,520,435,1
56,435,520,1
505,375,167,1
505,263,167,1
153,266,111,1
153,266,326,1
153,326,111,1
153,326,266,1
123,276,96,1
123,96,331,1
123,96,276,1
96,331,276,1
96,331,123,1
96,276,331,1
96,276,123,1
96,123,331,1
96,123,276,1
326,266,153,1
326,266,111,1
326,153,266,1
326,153,111,1
326,111,266,1
326,111,153,1
266,326,153,1
266,326,111,1
266,153,326,1
266,153,111,1
266,111,326,1
266,111,153,1
63,339,197,1
197,19,339,1
197,63,339,1
363,504,457,1
507,81,16,1
507,16,81,1
81,507,16,1
81,16,507,1
16,507,81,1
16,81,507,1
504,457,363,1
504,363,457,1
457,504,363,1
457,363,504,1
363,457,504,1
541,192,281,1
103,80,35,1
103,35,80,1
80,103,35,1
80,35,103,1
35,103,80,1
35,80,103,1
541,494,281,1
541,494,153,1
541,281,494,1
541,281,192,1
56,92,308,1
56,308,92,1
92,56,308,1
92,308,56,1
373,406,457,1
30,18,6,1
30,6,18,1
18,30,6,1
18,6,30,1
6,30,18,1
6,18,30,1
518,493,446,1
518,446,493,1
510,493,446,1
510,446,493,1
493,518,446,1
493,510,446,1
493,446,518,1
493,446,510,1
446,518,493,1
446,510,493,1
446,493,518,1
446,493,510,1
308,92,56,1
308,56,92,1
541,281,153,1
541,192,153,1
197,339,19,1
153,281,541,1
192,281,494,1
192,281,153,1
192,153,541,1
192,153,494,1
192,153,281,1
153,541,494,1
153,541,281,1
153,541,192,1
153,494,541,1
153,494,192,1
153,281,192,1
541,153,494,1
153,192,541,1
153,192,494,1
153,192,281,1
339,197,63,1
339,197,19,1
339,63,197,1
339,63,19,1
339,19,197,1
339,19,63,1
197,339,63,1
192,281,541,1
192,494,153,1
192,494,281,1
192,541,153,1
541,153,281,1
541,153,192,1
494,541,281,1
494,541,153,1
494,281,541,1
494,281,192,1
494,192,281,1
494,192,153,1
494,153,541,1
494,153,192,1
281,541,494,1
281,541,192,1
281,541,153,1
281,494,541,1
281,494,192,1
281,192,541,1
281,192,494,1
281,192,153,1
281,153,541,1
281,153,192,1
192,541,281,1
124,234,22,1
124,234,398,1
124,398,22,1
125,71,162,1
260,97,318,1
97,343,318,1
97,343,260,1
97,318,343,1
97,318,260,1
97,260,343,1
97,260,318,1
162,125,71,1
162,71,125,1
125,162,71,1
71,162,125,1
260,318,97,1
71,125,162,1
529,435,387,1
529,435,374,1
529,435,63,1
529,387,435,1
529,387,374,1
529,387,63,1
529,374,435,1
529,374,387,1
529,374,63,1
260,97,343,1
260,318,343,1
124,398,234,1
343,318,97,1
65,206,154,1
65,154,238,1
65,154,206,1
295,235,26,1
295,26,235,1
235,295,26,1
235,26,295,1
26,295,235,1
26,235,295,1
343,318,260,1
343,260,318,1
260,343,97,1
343,260,97,1
343,97,318,1
343,97,260,1
318,343,260,1
318,343,97,1
318,260,343,1
318,260,97,1
318,97,343,1
318,97,260,1
260,343,318,1
529,63,435,1
529,63,387,1
529,63,374,1
63,529,435,1
374,529,63,1
374,435,529,1
374,435,387,1
374,435,63,1
374,387,529,1
374,387,435,1
374,387,63,1
374,63,529,1
374,63,435,1
374,63,387,1
63,529,387,1
435,529,387,1
63,529,374,1
63,435,529,1
63,435,387,1
63,435,374,1
63,387,529,1
63,387,435,1
63,387,374,1
63,374,529,1
63,374,435,1
63,374,387,1
374,529,387,1
374,529,435,1
387,63,374,1
387,63,435,1
435,529,374,1
435,529,63,1
435,387,529,1
435,387,374,1
435,387,63,1
435,374,529,1
435,374,387,1
435,374,63,1
435,63,529,1
435,63,387,1
435,63,374,1
387,529,435,1
387,529,374,1
387,529,63,1
387,435,529,1
387,435,374,1
387,435,63,1
387,374,529,1
387,374,435,1
387,374,63,1
387,63,529,1
65,206,238,1
65,238,154,1
65,238,206,1
221,18,394,1
221,447,394,1
221,447,260,1
221,447,18,1
221,394,447,1
221,394,260,1
221,394,18,1
221,260,447,1
221,260,394,1
221,260,18,1
221,18,447,1
221,18,260,1
493,21,234,1
18,447,260,1
18,447,221,1
18,394,221,1
18,260,447,1
18,260,221,1
18,221,447,1
18,221,394,1
18,221,260,1
493,234,97,1
493,234,21,1
260,18,221,1
260,18,447,1
260,221,18,1
260,221,394,1
447,260,221,1
447,260,18,1
447,221,394,1
447,221,260,1
447,221,18,1
447,18,260,1
447,18,221,1
394,447,260,1
394,447,221,1
394,260,447,1
394,260,221,1
394,221,447,1
394,221,260,1
394,221,18,1
394,18,221,1
260,447,394,1
260,447,221,1
260,447,18,1
260,394,447,1
260,394,221,1
260,221,447,1
493,97,234,1
234,493,97,1
154,65,206,1
238,65,154,1
531,126,435,1
435,531,126,1
435,126,531,1
126,531,435,1
126,435,531,1
238,206,154,1
238,206,65,1
238,154,206,1
238,154,65,1
238,65,206,1
206,238,154,1
234,493,21,1
206,238,65,1
206,154,238,1
206,154,65,1
206,65,238,1
206,65,154,1
154,238,206,1
154,238,65,1
154,206,238,1
154,206,65,1
154,65,238,1
531,435,126,1
336,373,509,1
336,509,373,1
373,336,509,1
234,97,493,1
234,97,21,1
234,21,493,1
234,21,97,1
97,493,234,1
97,234,493,1
97,234,21,1
97,21,234,1
21,493,234,1
21,234,493,1
21,234,97,1
21,97,234,1
500,374,348,1
500,348,374,1
374,500,348,1
374,348,500,1
348,500,374,1
348,374,500,1
509,373,336,1
509,336,373,1
373,509,336,1
435,308,103,1
435,308,35,1
435,103,308,1
81,169,470,1
169,470,81,1
169,103,470,1
169,103,81,1
169,81,470,1
169,81,103,1
103,470,169,1
103,169,470,1
103,169,81,1
103,81,169,1
81,470,169,1
81,169,103,1
220,532,339,1
81,103,169,1
533,532,339,1
533,339,532,1
532,533,339,1
532,339,533,1
532,339,220,1
532,220,339,1
339,533,532,1
339,532,533,1
339,532,220,1
169,470,103,1
470,81,169,1
470,103,169,1
470,169,81,1
189,355,209,1
189,355,12,1
189,209,392,1
189,209,355,1
189,209,12,1
189,12,392,1
189,12,355,1
189,12,209,1
12,392,355,1
12,392,209,1
12,392,189,1
12,355,392,1
12,355,209,1
12,355,189,1
12,209,392,1
12,209,355,1
12,209,189,1
12,189,392,1
12,189,355,1
12,189,209,1
470,169,103,1
339,220,532,1
220,339,532,1
189,392,12,1
398,234,124,1
197,339,374,1
197,339,20,1
197,20,374,1
197,20,339,1
20,374,339,1
20,374,197,1
20,339,374,1
20,339,197,1
20,197,374,1
20,197,339,1
398,234,22,1
373,348,19,1
398,124,234,1
398,124,22,1
398,22,234,1
398,22,124,1
234,398,124,1
234,398,22,1
234,124,398,1
234,124,22,1
234,22,398,1
234,22,124,1
197,374,20,1
197,374,339,1
339,20,197,1
339,20,374,1
373,19,348,1
348,373,19,1
348,19,373,1
19,373,348,1
19,348,373,1
373,63,19,1
373,19,63,1
63,373,19,1
63,19,373,1
19,373,63,1
19,63,373,1
374,339,197,1
374,339,20,1
374,197,339,1
374,197,20,1
374,20,339,1
374,20,197,1
339,374,197,1
339,374,20,1
339,197,374,1
339,197,20,1
189,355,392,1
189,392,209,1
435,103,35,1
227,65,28,1
339,513,81,1
339,103,513,1
339,81,513,1
103,513,339,1
103,339,513,1
81,513,339,1
81,339,513,1
227,69,65,1
227,69,28,1
227,65,69,1
227,28,69,1
65,28,227,1
227,28,65,1
69,227,65,1
69,227,28,1
69,65,227,1
69,65,28,1
69,28,227,1
69,28,65,1
65,227,69,1
65,227,28,1
65,69,227,1
339,513,103,1
513,81,339,1
513,103,339,1
513,339,81,1
435,35,308,1
435,35,103,1
308,435,103,1
308,435,35,1
308,103,435,1
308,103,35,1
308,35,435,1
308,35,103,1
103,435,308,1
103,435,35,1
103,308,435,1
103,308,35,1
103,35,435,1
103,35,308,1
35,435,308,1
35,435,103,1
35,308,435,1
35,308,103,1
35,103,435,1
35,103,308,1
513,339,103,1
65,69,28,1
65,28,69,1
189,392,355,1
209,392,355,1
355,392,12,1
355,209,392,1
355,209,189,1
355,209,12,1
355,189,392,1
355,189,209,1
355,189,12,1
355,12,392,1
355,12,209,1
355,12,189,1
209,392,189,1
28,227,69,1
209,392,12,1
209,355,392,1
209,355,189,1
209,355,12,1
209,189,392,1
209,189,355,1
209,189,12,1
209,12,392,1
209,12,355,1
209,12,189,1
355,392,189,1
355,392,209,1
392,12,189,1
392,12,209,1
28,227,65,1
28,69,227,1
28,69,65,1
28,65,227,1
28,65,69,1
444,102,42,1
444,42,102,1
102,444,42,1
102,42,444,1
42,444,102,1
42,102,444,1
392,355,209,1
392,355,189,1
392,355,12,1
392,209,355,1
392,209,189,1
392,209,12,1
392,189,355,1
392,189,209,1
392,189,12,1
392,12,355,1
505,167,375,1
505,167,263,1
375,505,167,1
447,18,499,1
511,18,499,1
499,511,447,1
499,511,18,1
499,447,511,1
499,447,18,1
499,18,511,1
499,18,447,1
447,511,499,1
447,499,511,1
447,499,18,1
18,511,499,1
511,499,18,1
18,499,511,1
18,499,447,1
18,447,499,1
521,454,125,1
521,454,92,1
521,125,454,1
521,125,92,1
521,92,454,1
521,92,125,1
454,521,125,1
511,447,499,1
511,499,447,1
126,19,62,1
28,332,493,1
493,28,332,1
332,541,493,1
332,541,28,1
332,493,541,1
332,493,28,1
332,28,541,1
332,28,493,1
28,541,332,1
28,493,332,1
28,332,541,1
373,229,19,1
11,266,519,1
373,19,229,1
229,373,19,1
229,19,373,1
19,373,229,1
19,229,373,1
519,266,11,1
519,11,266,1
266,519,11,1
266,11,519,1
11,519,266,1
454,521,92,1
454,125,521,1
454,125,92,1
82,91,228,1
91,228,11,1
91,82,228,1
91,82,11,1
91,63,228,1
91,63,11,1
91,11,228,1
91,11,82,1
91,11,63,1
82,228,91,1
82,228,11,1
82,91,11,1
454,92,521,1
82,63,11,1
82,11,228,1
82,11,91,1
82,11,63,1
63,228,91,1
63,228,11,1
63,91,228,1
63,91,11,1
63,82,11,1
63,11,228,1
91,228,63,1
91,228,82,1
228,11,63,1
228,11,82,1
454,92,125,1
125,521,454,1
125,521,92,1
125,454,521,1
125,454,92,1
125,92,521,1
125,92,454,1
92,521,454,1
92,521,125,1
92,454,521,1
92,454,125,1
92,125,521,1
92,125,454,1
228,91,82,1
228,91,63,1
228,91,11,1
228,82,91,1
228,82,11,1
228,63,91,1
228,63,11,1
228,11,91,1
493,332,28,1
493,332,541,1
493,541,332,1
157,355,134,1
535,157,355,1
535,134,355,1
355,535,157,1
355,535,134,1
355,157,535,1
355,157,134,1
355,134,535,1
355,134,157,1
157,535,355,1
157,355,535,1
157,134,355,1
187,308,81,1
134,535,355,1
134,355,535,1
134,355,157,1
134,157,355,1
308,187,169,1
308,187,81,1
308,169,187,1
308,169,81,1
308,81,187,1
308,81,169,1
535,355,134,1
535,355,157,1
19,62,126,1
19,62,415,1
62,435,126,1
62,435,19,1
62,415,435,1
62,415,126,1
62,415,19,1
62,126,435,1
62,126,415,1
62,126,19,1
62,19,435,1
62,19,415,1
62,19,126,1
19,435,415,1
19,435,126,1
19,435,62,1
19,415,435,1
19,415,126,1
19,415,62,1
19,126,435,1
19,126,415,1
19,126,62,1
19,62,435,1
187,308,169,1
187,169,308,1
541,28,332,1
136,435,373,1
435,373,454,1
435,373,136,1
435,136,373,1
373,454,435,1
373,454,136,1
373,435,454,1
373,435,136,1
373,136,454,1
373,136,435,1
136,454,373,1
136,373,454,1
187,169,81,1
136,373,435,1
493,436,260,1
493,260,436,1
436,493,260,1
436,260,493,1
260,493,436,1
260,436,493,1
541,493,332,1
541,332,493,1
541,332,28,1
435,454,373,1
454,136,373,1
454,373,136,1
454,373,435,1
187,81,308,1
187,81,169,1
169,308,187,1
169,308,81,1
169,187,308,1
169,187,81,1
169,81,308,1
169,81,187,1
81,308,187,1
81,308,169,1
81,187,308,1
81,187,169,1
81,169,308,1
81,169,187,1
527,430,167,1
527,167,430,1
430,527,167,1
430,167,527,1
167,527,430,1
167,430,527,1
454,435,373,1
63,11,91,1
63,11,82,1
11,228,91,1
20,28,457,1
28,12,457,1
28,12,111,1
28,12,20,1
20,494,12,1
20,457,111,1
20,457,28,1
20,457,12,1
20,111,457,1
20,111,28,1
20,111,12,1
20,28,111,1
12,111,457,1
20,28,12,1
20,12,494,1
20,12,457,1
20,12,111,1
20,12,28,1
12,494,457,1
12,494,20,1
12,457,494,1
12,457,111,1
12,457,28,1
28,20,12,1
28,20,111,1
28,20,457,1
28,111,12,1
457,12,28,1
457,12,20,1
111,457,28,1
111,457,20,1
111,457,12,1
111,28,457,1
111,28,20,1
111,28,12,1
111,20,457,1
111,20,28,1
111,20,12,1
111,12,457,1
111,12,28,1
111,12,20,1
28,494,457,1
28,457,494,1
28,457,111,1
28,457,20,1
28,457,12,1
28,111,457,1
28,111,20,1
12,457,20,1
12,111,28,1
457,12,494,1
280,305,491,1
305,491,472,1
305,491,280,1
305,472,491,1
305,472,280,1
305,280,491,1
305,280,472,1
280,491,472,1
280,491,305,1
280,472,491,1
280,472,305,1
280,305,472,1
12,111,20,1
238,226,63,1
238,63,226,1
226,238,63,1
226,63,238,1
63,238,226,1
63,226,238,1
530,197,50,1
530,197,41,1
530,50,197,1
530,50,41,1
472,280,305,1
472,280,491,1
472,305,280,1
472,305,491,1
12,28,457,1
12,28,111,1
12,28,20,1
12,20,494,1
12,20,457,1
12,20,111,1
12,20,28,1
504,263,98,1
504,98,263,1
263,504,98,1
263,98,504,1
98,504,263,1
98,263,504,1
491,472,305,1
491,472,280,1
491,305,472,1
491,305,280,1
491,280,472,1
491,280,305,1
472,491,305,1
472,491,280,1
457,12,111,1
457,20,12,1
11,228,82,1
535,296,332,1
157,348,18,1
157,18,511,1
157,18,348,1
18,511,348,1
18,511,157,1
18,348,511,1
18,348,157,1
18,157,511,1
18,157,348,1
535,332,296,1
332,535,296,1
507,518,87,1
332,296,535,1
296,535,332,1
296,332,535,1
230,125,75,1
230,75,125,1
125,230,75,1
125,75,230,1
75,230,125,1
75,125,230,1
518,507,87,1
157,348,511,1
157,511,18,1
157,511,348,1
348,18,157,1
11,228,63,1
11,91,228,1
11,91,82,1
11,91,63,1
11,82,228,1
11,82,91,1
11,82,63,1
11,63,228,1
11,63,91,1
11,63,82,1
511,348,157,1
511,348,18,1
511,157,348,1
511,157,18,1
511,18,348,1
511,18,157,1
348,511,157,1
348,511,18,1
348,157,511,1
348,157,18,1
348,18,511,1
518,87,507,1
507,87,518,1
457,20,28,1
494,12,457,1
63,208,367,1
63,56,367,1
56,367,208,1
56,367,63,1
56,208,367,1
56,63,367,1
494,457,28,1
494,457,12,1
494,28,457,1
494,20,12,1
494,12,20,1
87,518,507,1
457,494,28,1
457,494,12,1
457,111,28,1
457,111,20,1
457,111,12,1
457,28,494,1
457,28,111,1
457,28,20,1
457,28,12,1
457,20,111,1
63,367,56,1
63,367,208,1
208,56,367,1
208,63,367,1
87,507,518,1
529,357,75,1
529,75,357,1
357,529,75,1
357,75,529,1
75,529,357,1
75,357,529,1
510,457,373,1
510,373,457,1
457,510,373,1
457,373,510,1
373,510,457,1
373,457,510,1
367,208,63,1
367,208,56,1
367,63,208,1
367,63,56,1
367,56,208,1
367,56,63,1
208,367,63,1
208,367,56,1
62,435,415,1
126,19,415,1
375,263,167,1
88,493,97,1
97,88,541,1
97,88,493,1
97,88,61,1
97,61,541,1
97,61,493,1
97,61,88,1
88,541,493,1
88,541,97,1
88,541,61,1
88,493,541,1
88,493,61,1
97,493,88,1
88,97,541,1
88,97,493,1
88,97,61,1
88,61,541,1
88,61,493,1
88,61,97,1
61,541,97,1
61,541,88,1
61,493,97,1
61,493,88,1
97,493,61,1
97,541,61,1
126,19,435,1
541,88,97,1
136,454,197,1
136,447,197,1
136,295,197,1
136,197,454,1
136,197,447,1
136,197,295,1
541,493,88,1
541,97,88,1
541,97,61,1
541,88,493,1
541,88,61,1
97,541,88,1
541,61,97,1
541,61,88,1
493,541,88,1
493,97,88,1
493,97,61,1
493,88,541,1
493,88,97,1
493,88,61,1
493,61,97,1
493,61,88,1
61,97,541,1
61,97,493,1
61,97,88,1
466,103,513,1
513,103,365,1
466,514,513,1
466,514,365,1
466,514,103,1
466,513,514,1
466,513,365,1
466,513,103,1
466,365,514,1
466,365,513,1
466,103,514,1
365,514,513,1
61,88,541,1
365,514,466,1
365,514,103,1
365,513,514,1
365,513,466,1
365,513,103,1
365,466,514,1
365,466,513,1
365,103,514,1
365,103,513,1
103,514,513,1
513,103,466,1
513,103,514,1
513,365,103,1
513,365,466,1
61,88,493,1
61,88,97,1
514,513,466,1
514,513,365,1
514,513,103,1
514,466,513,1
514,466,365,1
514,466,103,1
514,365,513,1
514,365,466,1
514,365,103,1
514,103,513,1
514,103,466,1
514,103,365,1
513,514,466,1
513,514,365,1
513,514,103,1
513,466,514,1
513,466,365,1
513,466,103,1
513,365,514,1
197,136,295,1
197,136,447,1
197,136,454,1
510,86,511,1
159,30,456,1
30,507,159,1
30,456,159,1
30,159,507,1
30,159,456,1
511,510,86,1
511,456,86,1
511,86,510,1
511,86,456,1
510,511,86,1
456,511,86,1
130,64,63,1
456,86,511,1
86,511,510,1
86,511,456,1
86,510,511,1
86,456,511,1
435,300,62,1
435,62,300,1
300,435,62,1
300,62,435,1
62,435,300,1
159,30,507,1
159,456,30,1
159,456,507,1
159,507,30,1
375,167,505,1
375,167,263,1
263,505,167,1
263,375,167,1
263,167,505,1
263,167,375,1
167,505,375,1
167,505,263,1
167,375,505,1
167,375,263,1
167,263,505,1
167,263,375,1
507,456,159,1
507,159,456,1
507,159,30,1
507,30,159,1
456,507,159,1
456,159,507,1
456,159,30,1
456,30,159,1
159,507,456,1
62,300,435,1
130,64,54,1
197,295,136,1
295,197,454,1
454,197,136,1
454,136,197,1
447,454,197,1
447,295,197,1
447,197,454,1
447,197,295,1
447,197,136,1
447,136,197,1
295,454,197,1
295,447,197,1
295,197,447,1
130,63,64,1
295,197,136,1
295,136,197,1
197,454,447,1
197,454,295,1
197,454,136,1
197,447,454,1
197,447,295,1
197,447,136,1
197,295,454,1
197,295,447,1
454,197,295,1
454,197,447,1
454,295,197,1
454,447,197,1
130,63,54,1
130,54,64,1
130,54,63,1
64,130,63,1
64,130,54,1
64,63,130,1
64,63,54,1
64,54,130,1
64,54,63,1
63,130,64,1
63,130,54,1
63,64,130,1
63,64,54,1
63,54,130,1
63,54,64,1
54,130,64,1
54,130,63,1
54,64,130,1
54,64,63,1
54,63,130,1
54,63,64,1
103,514,466,1
103,514,365,1
103,513,514,1
102,211,407,1
407,102,211,1
407,102,80,1
407,80,211,1
407,80,102,1
211,407,102,1
211,407,80,1
211,102,407,1
211,80,407,1
102,407,211,1
102,407,80,1
102,80,407,1
511,375,7,1
80,407,211,1
80,407,102,1
80,211,407,1
80,102,407,1
240,224,176,1
240,176,224,1
224,240,176,1
224,176,240,1
176,240,224,1
176,224,240,1
407,211,80,1
407,211,102,1
24,43,193,1
24,193,43,1
165,411,427,1
165,411,295,1
165,295,428,1
165,295,427,1
165,295,411,1
493,374,63,1
493,63,374,1
374,493,63,1
374,260,63,1
374,63,493,1
374,63,260,1
260,374,63,1
260,63,374,1
63,493,374,1
63,374,493,1
63,374,260,1
63,260,374,1
193,43,24,1
193,24,43,1
43,193,24,1
43,24,193,1
511,375,15,1
511,15,375,1
165,427,295,1
415,19,435,1
435,19,62,1
415,435,126,1
415,435,62,1
415,435,19,1
415,126,435,1
415,126,62,1
415,126,19,1
415,62,435,1
415,62,126,1
415,62,19,1
415,19,126,1
511,7,375,1
415,19,62,1
126,435,415,1
126,435,62,1
126,435,19,1
126,415,435,1
126,415,62,1
126,415,19,1
126,62,435,1
126,62,415,1
126,62,19,1
435,19,126,1
435,19,415,1
435,62,19,1
435,62,126,1
375,511,15,1
375,511,7,1
375,15,511,1
375,15,7,1
375,7,511,1
375,7,15,1
15,511,375,1
15,375,511,1
15,375,7,1
15,7,375,1
7,511,375,1
7,375,511,1
7,375,15,1
7,15,375,1
435,415,126,1
435,415,62,1
435,415,19,1
435,126,415,1
435,126,62,1
435,126,19,1
435,62,415,1
165,411,428,1
165,427,411,1
103,513,466,1
125,373,218,1
206,373,65,1
206,218,373,1
206,218,125,1
206,218,65,1
206,125,373,1
206,125,218,1
206,125,65,1
206,65,373,1
206,65,218,1
206,65,125,1
125,373,206,1
65,206,373,1
125,218,373,1
125,218,206,1
125,218,65,1
125,206,373,1
125,206,218,1
125,206,65,1
125,65,218,1
125,65,206,1
65,373,206,1
65,218,206,1
206,373,125,1
206,373,218,1
218,65,125,1
218,65,206,1
103,513,365,1
103,466,514,1
103,466,513,1
103,365,514,1
103,365,513,1
373,218,206,1
373,218,125,1
373,206,218,1
373,206,125,1
373,206,65,1
373,125,218,1
373,125,206,1
373,65,206,1
218,373,206,1
218,373,125,1
218,206,373,1
218,206,125,1
218,206,65,1
218,125,373,1
218,125,206,1
218,125,65,1
65,218,125,1
65,206,218,1
165,427,428,1
295,428,165,1
427,165,295,1
411,428,165,1
411,427,295,1
411,427,165,1
411,295,427,1
411,295,165,1
411,165,428,1
411,165,427,1
411,165,295,1
295,428,427,1
295,427,428,1
65,206,125,1
295,427,411,1
295,427,165,1
295,411,427,1
295,411,165,1
295,165,428,1
295,165,427,1
295,165,411,1
165,428,427,1
165,428,411,1
165,428,295,1
427,165,411,1
427,165,428,1
427,295,165,1
427,295,411,1
65,125,218,1
65,125,206,1
462,295,203,1
462,203,295,1
295,462,203,1
295,203,462,1
203,462,295,1
203,295,462,1
428,427,295,1
428,427,165,1
428,411,165,1
428,295,427,1
428,295,165,1
428,165,427,1
428,165,411,1
428,165,295,1
427,428,295,1
427,428,165,1
427,411,295,1
427,411,165,1
427,295,428,1
447,260,394,1
447,394,260,1
182,435,104,1
414,25,63,1
414,447,63,1
414,447,25,1
414,339,447,1
414,339,63,1
414,339,25,1
414,63,447,1
414,63,339,1
414,63,25,1
414,25,447,1
414,25,339,1
339,447,414,1
447,25,63,1
339,447,63,1
339,447,25,1
339,414,447,1
339,414,63,1
339,414,25,1
339,63,447,1
339,63,414,1
339,63,25,1
339,25,447,1
339,25,414,1
414,447,339,1
447,25,339,1
55,510,81,1
63,308,530,1
92,63,530,1
81,530,308,1
81,530,92,1
81,530,63,1
81,308,530,1
81,92,530,1
81,63,530,1
63,530,308,1
63,530,92,1
63,530,81,1
63,92,530,1
447,25,414,1
63,81,530,1
447,414,339,1
447,414,63,1
447,414,25,1
447,339,414,1
447,339,63,1
447,339,25,1
447,63,414,1
447,63,339,1
447,63,25,1
339,25,63,1
63,447,414,1
63,447,339,1
510,81,435,1
75,535,499,1
75,499,535,1
538,537,54,1
538,54,537,1
537,538,54,1
537,54,538,1
54,538,537,1
54,537,538,1
510,435,81,1
510,435,55,1
510,81,55,1
63,447,25,1
510,55,435,1
510,55,81,1
435,510,81,1
435,510,55,1
435,81,510,1
435,55,510,1
81,510,435,1
81,510,55,1
81,435,510,1
81,55,510,1
499,75,535,1
499,535,75,1
535,75,499,1
535,499,75,1
63,414,447,1
63,414,339,1
63,414,25,1
63,339,447,1
63,339,414,1
63,339,25,1
63,25,447,1
63,25,414,1
63,25,339,1
25,447,414,1
25,447,339,1
25,447,63,1
25,414,447,1
25,414,339,1
25,414,63,1
25,339,447,1
25,339,414,1
25,339,63,1
25,63,447,1
25,63,414,1
25,63,339,1
92,81,530,1
92,308,530,1
92,530,63,1
355,380,111,1
380,111,518,1
380,111,355,1
355,541,518,1
355,541,380,1
355,541,111,1
355,518,541,1
355,518,380,1
355,518,111,1
355,380,541,1
355,380,518,1
355,111,541,1
111,355,380,1
355,111,518,1
355,111,380,1
111,541,518,1
111,541,355,1
111,518,541,1
111,518,380,1
111,518,355,1
111,380,518,1
111,380,355,1
111,355,541,1
380,355,111,1
380,355,518,1
380,355,541,1
380,518,111,1
541,355,518,1
541,355,380,1
541,355,111,1
541,111,518,1
541,111,355,1
518,541,380,1
518,541,355,1
518,541,111,1
518,380,541,1
518,380,355,1
518,380,111,1
518,355,541,1
518,355,380,1
518,355,111,1
518,111,541,1
518,111,380,1
518,111,355,1
380,541,518,1
380,541,355,1
380,518,541,1
380,518,355,1
111,355,518,1
434,155,42,1
92,530,81,1
530,81,92,1
107,82,341,1
82,341,107,1
82,107,341,1
530,308,92,1
530,308,81,1
530,308,63,1
530,92,308,1
530,92,81,1
530,92,63,1
530,81,308,1
530,81,63,1
434,42,155,1
530,63,308,1
530,63,92,1
530,63,81,1
308,530,92,1
308,530,81,1
308,530,63,1
308,92,530,1
308,81,530,1
308,63,530,1
92,530,308,1
107,341,82,1
341,82,107,1
341,107,82,1
225,373,451,1
155,434,42,1
155,42,434,1
42,434,155,1
42,155,434,1
365,354,99,1
365,99,354,1
354,365,99,1
354,99,365,1
99,365,354,1
99,354,365,1
455,451,225,1
455,225,451,1
451,455,225,1
451,373,225,1
451,225,455,1
451,225,373,1
373,451,225,1
373,225,451,1
225,455,451,1
225,451,455,1
225,451,373,1
55,510,435,1
55,435,510,1
110,281,455,1
227,281,21,1
121,538,91,1
121,91,538,1
91,538,121,1
91,121,538,1
281,227,21,1
281,227,12,1
281,21,227,1
281,21,12,1
281,12,227,1
281,12,21,1
227,281,12,1
538,121,91,1
227,21,281,1
227,21,12,1
227,12,281,1
227,12,21,1
21,281,227,1
21,281,12,1
21,227,281,1
21,227,12,1
21,12,281,1
21,12,227,1
538,91,121,1
355,511,517,1
55,81,510,1
25,80,55,1
332,19,8,1
332,8,19,1
19,332,8,1
19,8,332,1
8,332,19,1
8,19,332,1
80,55,25,1
80,25,55,1
55,80,25,1
55,25,80,1
25,55,80,1
355,517,511,1
484,159,152,1
484,152,159,1
159,484,152,1
159,152,484,1
152,484,159,1
152,159,484,1
517,511,355,1
517,355,511,1
511,517,355,1
511,355,517,1
12,281,227,1
12,281,21,1
12,227,281,1
336,230,147,1
470,455,511,1
455,511,470,1
455,511,92,1
455,470,511,1
455,92,511,1
92,511,455,1
92,455,511,1
336,331,230,1
336,331,147,1
336,230,331,1
336,147,331,1
12,227,21,1
336,147,230,1
